2019-11-20 15:49:11,584 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-21] Running method:findAll
2019-11-20 15:49:13,057 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-21] Finished method:findAll
2019-11-20 15:49:13,058 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-21] Finished method:getBusList
2019-11-20 15:49:19,059 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Running method:getBusList
2019-11-20 15:49:19,066 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Running method:findAll
2019-11-20 15:49:19,840 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Finished method:findAll
2019-11-20 15:49:19,841 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-26] Finished method:getBusList
2019-11-20 15:51:06,824 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:getBusList
2019-11-20 15:51:06,841 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:findAll
2019-11-20 15:51:08,874 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Finished method:findAll
2019-11-20 15:51:08,874 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Finished method:getBusList
2019-11-20 15:52:33,346 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Running method:getBusList
2019-11-20 15:52:33,352 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Running method:findAll
2019-11-20 15:52:34,103 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Finished method:findAll
2019-11-20 15:52:34,104 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Finished method:getBusList
2019-11-20 15:52:41,138 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Running method:getBusList
2019-11-20 15:52:41,147 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Running method:findAll
2019-11-20 15:52:41,877 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Finished method:findAll
2019-11-20 15:52:41,878 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-32] Finished method:getBusList
2019-11-20 15:52:50,442 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-37] Running method:getBusList
2019-11-20 15:52:50,447 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-37] Running method:findAll
2019-11-20 15:52:51,033 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-37] Finished method:findAll
2019-11-20 15:52:51,033 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-37] Finished method:getBusList
2019-11-20 15:53:59,731 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-38] Running method:getBusList
2019-11-20 15:53:59,732 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-38] Running method:findAll
2019-11-20 15:54:00,541 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-38] Finished method:findAll
2019-11-20 15:54:00,543 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-38] Finished method:getBusList
2019-11-20 15:55:42,674 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:getBusList
2019-11-20 15:55:42,675 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:findAll
